author,name,material,technic,genre,style,v_size,h_size,year,price
Bragin Igor,Wonderful pomegranate,Canvas,Oil,Genre painting,Symbolism,60,50,2015,500
Bragin Igor,Cherries,Canvas,Oil,Genre painting,Symbolism,50,80,2015,1290
Bragin Igor,Umbrella,Canvas,Oil,Genre painting,Symbolism,80,60,2016,1290
Pastukhov Konstantin,Edo Aquarium,Canvas,Oil,Animals,Realism,86,100,2016,500
Kovalevskiy Andrey,Gentle morning. Old Moscow. Church of St. Nicholas the Wonderworker in Merlikiyskogo Pyzhah,Canvas,Oil,Landscape,Realism,40,70,2014,1500
Bodrova Anastasiya,Skier. night skiing,Canvas,Oil,Landscape,Realism,50,80,2010,500
Bodrova Anastasiya,Birches,Canvas,Oil,Landscape,Realism,50,80,2010,500
Mantrov Dmitriy,Three roses,Canvas,Oil,Flowers,Impressionism,65,45,Unknown,500
Mantrov Dmitriy,Bouquet with poppies,Canvas,Oil,Flowers,Impressionism,65,45,Unknown,500
Ravi Natalya,Rosebud,Canvas,"Oil, мастихин",Flowers,Impressionism,30,60,2015,1930
Ravi Natalya,"A series of “luxury,” secret “",Canvas,"Oil, мастихин",Flowers,Impressionism,90,45,2016,4290
Ravi Natalya,"Luxury” series, “the smell of the sea",Canvas,"Oil, мастихин",Flowers,Impressionism,90,45,2015,3210
Ravi Natalya,"A series of “luxury”, “apples”",Canvas,"Oil, мастихин",Flowers,Impressionism,80,40,2016,2570
Ravi Natalya,Cloud,Canvas,"Oil, мастихин",Landscape,Impressionism,70,35,2015,2570
SHargina Lyubov,The clearing,Canvas,Oil,Landscape,Realism,50,70,2016,500
Kazakova Tatyana,Yellow vase,Fiberboard,Oil,Flowers,Realism,50,40,2008,500
Kazakova Tatyana,Diptych “two plus one” right,Canvas,Oil,Flowers,Realism,50,35,2015,1070
Kazakova Tatyana,"Diptych “two plus one”, Left",Canvas,Oil,Flowers,Realism,50,35,2015,1070
Kazakova Tatyana,Diptych “two plus one”,Canvas,Oil,Flowers,Realism,50,70,2015,2140
Kazakova Tatyana,After the rain,Canvas,Oil,Flowers,Realism,35,50,2015,500
Kazakova Tatyana,Favorite,Canvas,Oil,Flowers,Realism,50,40,2014,500
Kazakova Tatyana,Wave,Canvas,Oil,Landscape,Realism,40,60,2014,860
Kazakova Tatyana,Golden winter,Canvas,Oil,Landscape,Realism,40,50,2013,1290
Kazakova Tatyana,Waiting for love,Canvas,Oil,Flowers,Realism,40,60,2015,500
Kazakova Tatyana,The Tree of the Universe. IV,Canvas,Oil,Landscape,Impressionism,60,80,2016,6000
Dvoryanchikov Sergey,Manifesto,Canvas,Гелевая,Abstraction,Conceptual art,Unknown,Unknown,1995,1290
Dvoryanchikov Sergey,Graphic arts,paper,Гелевая,Abstraction,Conceptual art,27,21,2015,1290
Dvoryanchikov Sergey,Visiting Vitaly Sadowski,Canvas,Oil,Portrait,Conceptual art,Unknown,Unknown,1985,1480
Dvoryanchikov Sergey,The terrorism …,Fiberboard,Oil,Abstraction,Conceptual art,85,120,2015,1930
Dvoryanchikov Sergey,The war in Chechnya,Fiberboard,Oil,Abstraction,Conceptual art,101,122,1995,2270
Dvoryanchikov Sergey,Vitstroydormash,Fiberboard,Oil,Abstraction,Conceptual art,66,40,1979,1710
Skladchikova Yuliya,Love,Canvas,Oil,Flowers,Impressionism,50,70,2011,1930
Skladchikova Yuliya,Reflection,Canvas,Oil,Landscape,Realism,50,70,2012,1800
Skladchikova Yuliya,Peonies,Canvas,Oil,Flowers,Realism,30,40,2013,500
Skladchikova Yuliya,Infinity №2,Canvas,Oil,Abstraction,Abstract art,60,80,2012,1930
Skladchikova Yuliya,Infinity №1,Canvas,Oil,Abstraction,Abstract art,60,80,2011,1930
Skladchikova Yuliya,Blooming apple tree,Canvas,Oil,Landscape,Realism,59.5,60,2013,860
Skladchikova Yuliya,Autumn near Chubovki,Canvas,Oil,Landscape,Realism,35,50,2016,1290
Gryzunova Elena,Winter,Панель,Oil,Landscape,Symbolism,45,52,2014,1110
Gryzunova Elena,Metamorphosis,Canvas,Oil,Portrait,Symbolism,69,52,2011,1670
Gryzunova Elena,The origin of wood,Canvas,Oil,Abstraction,Abstract art,44,69,2013,1390
Gryzunova Elena,Generation,Fiberboard,Oil,Abstraction,Abstract art,62,50,2013,1110
Lastovskiy Dmitriy,Panorama jazz band,Cardboard,acrylic,Genre painting,Impressionism,38,50,2013,500
Lastovskiy Dmitriy,Evening channel. Peter,Fiberboard,acrylic,Landscape,Realism,41,50,2013,500
Lastovskiy Dmitriy,Autumn corridor,Fiberboard,acrylic,Landscape,Impressionism,41,50,2014,500
Lastovskiy Dmitriy,Apple blossom,Fiberboard,acrylic,Landscape,Realism,42,50,2012,500
Kovalevskiy Andrey,Pushkin Russia,Canvas,Oil,Landscape,Realism,40,70,2015,1590
Kovalevskiy Andrey,Morning on Seliger,Canvas,Oil,Landscape,Realism,40,50,2015,500
Kovalevskiy Andrey,Quay in the city of Ples,Canvas,Oil,Landscape,Realism,40,60,2015,1500
Kovalevskiy Andrey,Windy day. The house is in the pot,Canvas,Oil,Landscape,Realism,40,50,2010,810
Kovalevskiy Andrey,Morning Kremlin,Canvas,Oil,Landscape,Realism,65,75,2011,1500
Kovalevskiy Andrey,Autumn evening,Canvas,Oil,Landscape,Realism,55,65,2015,500
Kovalevskiy Andrey,Old Yalta,Canvas,Oil,Landscape,Realism,47,38,1995,1200
Kovalevskiy Andrey,A large pond in the estate of Yasnaya Polyana,Canvas,Oil,Landscape,Realism,50,60,2015,990
Kovalevskiy Andrey,Manor Mikhailovskoe,Canvas,Oil,Landscape,Realism,40,50,2015,1110
Kovalevskiy Andrey,View of the Ostashkov,Canvas,Oil,Landscape,Realism,30,70,2015,1240
Kovalevskiy Andrey,Nilov Deserts,Canvas,Oil,Landscape,Realism,35,60,2015,1330
Kovalevskiy Andrey,Nativity of the Mother of God,Canvas,Oil,Landscape,Realism,40,38,2010,610
Kovalevskiy Andrey,Evening forest. Sunset,Canvas,Oil,Landscape,Realism,70,25,2011,500
Kovalevskiy Andrey,View from the street Neglinnaya Lower Kiselny lane,Fiberboard,Oil,Landscape,Realism,60,50,2013,940
Kovalevskiy Andrey,Moscow morning. Christ the Savior Cathedral,Fiberboard,Oil,Landscape,Realism,46,44,2014,860
Kovalevskiy Andrey,Evening. Pine grove,Canvas,Oil,Landscape,Realism,60,80,2007,1500
Kovalevskiy Andrey,Church in Krylatskoye,Canvas,Oil,Landscape,Realism,50,40,2008,960
Kovalevskiy Andrey,Summer day in Toropets,Canvas,Oil,Landscape,Realism,30,50,2007,1020
Kovalevskiy Andrey,Rural church,Canvas,Oil,Landscape,Realism,40,60,2015,1630
Bogomolova Ekaterina,Limitless universe void (triptych central part),Canvas,Oil,Abstraction,Abstract art,100,80,2016,25000
Bogomolova Ekaterina,Limitless universe void (triptych right part),Canvas,Oil,Abstraction,Abstract art,100,50,2016,1070
Bogomolova Ekaterina,Limitless universe void (triptych left part),Canvas,Oil,Abstraction,Abstract art,100,50,2016,1070
Bogomolova Ekaterina,Limitless universe void (triptych),Canvas,Oil,Abstraction,Abstract art,100,180,2016,
Bogomolova Ekaterina,The sounds of the evening star,Canvas,Oil,Abstraction,Abstract art,80,60,2016,510
Bogomolova Ekaterina,Sounds of the Morning Star,Canvas,Oil,Abstraction,Abstract art,80,60,2016,510
Buravlev Fedor,Tea with a short spout (Still),paper,Смеш.техника,Still life,Surrealism,42,31,2015,500
Buravlev Fedor,Stunning thought,paper,Смеш.техника,Genre painting,Surrealism,29.5,31,2015,500
Buravlev Fedor,Fishing,paper,Смеш.техника,Genre painting,Surrealism,30,30,2015,500
Buravlev Fedor,Propaganda,paper,Смеш.техника,Genre painting,Surrealism,29.5,31,2015,500
Buravlev Fedor,Still Life with a cracker,paper,Смеш.техника,Genre painting,Surrealism,29.5,42,2015,500
Buravlev Fedor,Brain Medusa (a female),paper,Смеш.техника,Genre painting,Surrealism,29.5,31,2015,500
Buravlev Fedor,Piece of summer,paper,Смеш.техника,Genre painting,Surrealism,29.5,21,2015,500
Buravlev Fedor,Safety capsule,paper,Смеш.техника,Genre painting,Surrealism,42,29.5,2015,500
Buravlev Fedor,Dostoichesky shower,paper,Смеш.техника,Animals,Surrealism,29.5,41.5,2015,500
Buravlev Fedor,Greek brain,paper,Смеш.техника,Genre painting,Surrealism,29.5,31,2015,500
Buravlev Fedor,Lovers skyscrapers,paper,Смеш.техника,Landscape,Surrealism,29.6,41.6,2013,500
Buravlev Fedor,Pelican and the moon,paper,Смеш.техника,Animals,Symbolism,29.5,29.5,2016,500
Karnaukhov Lev,3 chasa Fevral,Canvas,Oil,Landscape,Impressionism,70,50,2003,7290
Karnaukhov Lev,Swimming great ship (the Fall of Icarus),Canvas,Oil,Landscape,Symbolism,90,70,2015,10000
Karnaukhov Lev,Louvre,Canvas,Oil,Genre painting,Surrealism,60,50,2009,7710
Karnaukhov Lev,Gaia,Canvas,Oil,Landscape,Surrealism,110,80,1994,10000
Medvedev Igor,"Piece for the full moon, a forester and his dog",Canvas,Oil,Landscape,Realism,60,80,Unknown,4710
Medvedev Igor,Code of winter days,Canvas,Oil,Landscape,Realism,40,60,Unknown,2360
Medvedev Igor,Fishermen,Canvas,Oil,Landscape,Realism,60,80,Unknown,3810
Medvedev Igor,About owl,Canvas,Oil,Landscape,Realism,50,70,Unknown,3510
Medvedev Igor,Lilac chord,Canvas,Oil,Flowers,Realism,50,70,Unknown,3510
Medvedev Igor,Optimistic bouquet,Canvas,Oil,Flowers,Realism,40,60,Unknown,2060
Medvedev Igor,Still live,Canvas,Oil,Flowers,Realism,30,40,Unknown,1760
Medvedev Igor,Break,Canvas,Oil,Genre painting,Realism,70,50,Unknown,3510
Mantrov Dmitriy,Tree – 2,Canvas,Oil,Abstraction,Symbolism,90,60,Unknown,1710
SHargina Lyubov,Night of Ivan Kupala,Canvas,Oil,Landscape,Realism,50,70,2016,500
SHargina Lyubov,Belfry Iver convent,Canvas,Oil,Landscape,Realism,60,40,2016,500
SHargina Lyubov,Before the storm,Fiberboard,Oil,Landscape,Realism,60,80,2015,500
CHernavina Irina,Cherry pie,Canvas,Oil,Still life,,25,30,2015,
Trofimov Aleksey,Black Panther,Canvas,Oil,Animals,Realism,50,60,Unknown,640
Trofimov Aleksey,Winter afternoon,Fiberboard,Oil,Landscape,Realism,50,60,Unknown,500
Trofimov Aleksey,Tulips and poppies,Canvas,Oil,Flowers,Realism,50,70,Unknown,500
Trofimov Aleksey,Lilac,Fiberboard,Oil,Flowers,Realism,30,40,Unknown,500
Trofimov Aleksey,Koi fish,Canvas,Oil,Landscape,Realism,30,40,Unknown,500
Trofimov Aleksey,Happiness roses,Canvas,Oil,Flowers,Realism,35,50,Unknown,500
Trofimov Aleksey,Roses in a glass,Fiberboard,Многослойная,Flowers,Realism,40,30,Unknown,500
Trofimov Aleksey,Full moon,Canvas,Oil,Landscape,Realism,50,60,Unknown,860
Trofimov Aleksey,Plein Air,Fiberboard,Oil,Landscape,Realism,30,40,Unknown,500
Trofimov Aleksey,Peonies in a field,Fiberboard,Oil,Flowers,Realism,40,30,Unknown,500
Trofimov Aleksey,Peonies. in the abstract,Canvas,Oil,Still life,Impressionism,40,50,Unknown,510
Trofimov Aleksey,Night Ekaterinburg,Canvas,Oil,Landscape,Realism,80,50,Unknown,860
Trofimov Aleksey,Still Falling oranges,Fiberboard,Oil,Still life,Realism,30,40,Unknown,500
Trofimov Aleksey,Pending,Canvas,Oil,Animals,Realism,40,30,Unknown,500
Trofimov Aleksey,Acquaintance,Canvas,Oil,Animals,Realism,35,50,Unknown,500
Trofimov Aleksey,Delicate lily,Canvas,Oil,Flowers,Realism,50,80,Unknown,1070
Trofimov Aleksey,Flowers in the field,Canvas,Oil,Flowers,Realism,40,30,Unknown,500
Trofimov Aleksey,Rose on turquoise,Canvas,Oil,Flowers,Realism,50,40,Unknown,510
Trofimov Aleksey,Alberobello,Canvas,Oil,Landscape,Realism,20,30,Unknown,500
Trofimov Aleksey,Lilac,Fiberboard,Oil,Flowers,Realism,30,40,Unknown,500
Trofimov Aleksey,Lilac,Canvas,Oil,Flowers,Realism,50,60,Unknown,500
Trofimov Aleksey,Apple tree blossoms,Canvas,Oil,Flowers,Realism,40,50,Unknown,500
Trofimov Aleksey,Fantastic peonies,Canvas,Oil,Flowers,Realism,40,50,Unknown,500
Mantrov Dmitriy,At the water,Canvas,Oil,Genre painting,Symbolism,80,55,Unknown,2140
Voskoboynik Natalya,Pink peonies,Canvas,Oil,Flowers,Impressionism,30,40,Unknown,500
Voskoboynik Natalya,White peonies,Canvas,Oil,Flowers,Impressionism,30,40,Unknown,500
Karnaukhov Lev,Postindustry,Canvas,Oil,Landscape,Surrealism,120,83,1983,6990
Karnaukhov Lev,Casus Belli (Janus),Canvas,Oil,Religion and myth,Surrealism,90,70,2014,5830
Pankova Natalya,Red Square №3,Canvas,Oil,Abstraction,Abstract art,90,90,2013,6430
Pankova Natalya,Summer holidays flowers №2,Canvas,Oil,Flowers,Impressionism,100,140,2012,10000
Pankova Natalya,Story of My Life №3,Canvas,Oil,Abstraction,Abstract art,70,70,2013,4290
Pankova Natalya,Energy blue,Canvas,Oil,Abstraction,Abstract art,100,100,2007,10000
Gaynullin Ketdus,Backwater,paper,watercolor,Landscape,Realism,30,40,2009,500
Gaynullin Ketdus,Landscape,paper,watercolor,Landscape,Realism,30,40,2009,500
Gaynullin Ketdus,Frost and sun,paper,watercolor,Landscape,Realism,30,40,2009,500
Gaynullin Ketdus,Flood,paper,watercolor,Landscape,Realism,30,40,2009,500
Gaynullin Ketdus,Night in the village,paper,watercolor,Landscape,Realism,30,40,2009,500
Terekhin Vladimir,Autumn (from the series The Seasons),Canvas,Oil,Landscape,Impressionism,37,126,2016,8570
Terekhin Vladimir,Raznotsvete,Canvas,Oil,Still life,Impressionism,78,60,2015,3860
Terekhin Vladimir,Summer bouquet,Canvas,Oil,Flowers,Impressionism,74,52,Unknown,5140
Terekhin Vladimir,Winter (From the series The Seasons),Canvas,Oil,Landscape,Impressionism,42,120,2016,10000
Terekhin Vladimir,Spring (From the series The Seasons),Canvas,Oil,Landscape,Impressionism,37,126,2016,8570
Terekhin Vladimir,Bouquet,АБП,Oil,Flowers,Impressionism,43.5,86,1995,8570
Terekhin Vladimir,Holy spring,Canvas,Oil,Landscape,Impressionism,37.5,50,2012,500
Gaynullin Ketdus,Crows,paper,watercolor,Landscape,Realism,30,40,2009,500
Jirnov Vladimir,Pillars,Fiberboard,Темпера,Landscape,Impressionism,61,86,2015,1710
Jirnov Vladimir,Dachas,Canvas,Темпера,Landscape,Impressionism,40,50,2015,1070
Jirnov Vladimir,Birches,Canvas,Смеш.,Landscape,Impressionism,60,80,2015,1110
Jirnov Vladimir,Gurzuf,Canvas,Темпера,Landscape,Impressionism,40,50,2015,1070
Jirnov Vladimir,Zagorsk – 2,Canvas,Темпера,Landscape,Impressionism,43,81,2014,1160
Jirnov Vladimir,Zagorsk,Canvas,Темпера,Landscape,Impressionism,36.5,70,2014,1070
Jirnov Vladimir,Cart,Canvas,Темпера,Landscape,Impressionism,61,81,2016,1710
Jirnov Vladimir,To heat,Canvas/Fiberboard,Темпера,Landscape,Impressionism,64,78,2016,1500
Jirnov Vladimir,Warmer,Fiberboard,Темпера,Landscape,Impressionism,60,73,2016,1290
Jirnov Vladimir,Season of bad roads,Fiberboard,Темпера,Landscape,Impressionism,60.5,80,2016,1070
Jirnov Vladimir,Nu Samara patio,Canvas,pastel,Landscape,Impressionism,120,89,2009,1930
Jirnov Vladimir,Warm snow,Fiberboard,Смеш.,Landscape,Impressionism,61,158,2014,3430
Jirnov Vladimir,Small house,Canvas,Oil,Landscape,Naive art,80,100,2014,2140
Jirnov Vladimir,Novodevichy Convent Mother of God of Smolensk,Canvas/Fiberboard,Темпера,Landscape,Impressionism,61,66,2014,1290
Jirnov Vladimir,Cyril-Belozersky Monastery,Fiberboard,Темпера,Landscape,Impressionism,50,70,2014,1930
Jirnov Vladimir,Zapanskoe,Canvas,Темпера,Landscape,Impressionism,40,50,2014,770
Jirnov Vladimir,Pridvorik,Fiberboard,Темпера,Landscape,Impressionism,60,43,2014,640
Jirnov Vladimir,Spaso-Yakovlevsky Monastery,Cardboard,Смеш.,Landscape,Impressionism,66,61,2014,1070
Jirnov Vladimir,Holy Bogolyubskii monasteries and convents,Cardboard,gouache,Landscape,Impressionism,52,74,2014,500
Jirnov Vladimir,Holy Trinity Ipatiev Monastery,Cardboard,gouache,Landscape,Impressionism,59,80,2014,730
Jirnov Vladimir,The Holy Dormition Pskov-Caves monastery,Fiberboard,Темпера,Landscape,Impressionism,53,65,2014,860
Jirnov Vladimir,House with mezzanine,Canvas,Темпера,Landscape,Impressionism,60,70,2015,900
Jirnov Vladimir,Kuibyshev area,Cardboard,gouache,Landscape,Impressionism,50,70,2015,500
Jirnov Vladimir,Red cottage,Cardboard,gouache,Landscape,Impressionism,46,70,2014,770
Jirnov Vladimir,Something like landscape,Cardboard,gouache,Landscape,Impressionism,51,66,2014,770
Jirnov Vladimir,Pruzhastye Zdryuki,Canvas,Смеш.,Landscape,Impressionism,40,50,2015,510
Jirnov Vladimir,Red village …,Canvas,acrylic,Landscape,Impressionism,40,50,2013,510
Jirnov Vladimir,Babu motif,Cardboard,gouache,Landscape,Impressionism,55,83,2011,860
Krasnova Darya,Nutcracker. Triptych,paper,смеш.техника,Genre painting,Symbolism,30,72,2013,1200
Krasnova Darya,Apple dawn,paper,pastel,Genre painting,Realism,40,65,2013,640
Vaskov Sergey,Everyone has his own cross on his,Дерево,"Oil, acrylic",Genre painting,Symbolism,59,109,2015,1070
Vaskov Sergey,Musically Yello,Тополь,Резьба,Genre painting,Symbolism,60,180,2015,1710
Vaskov Sergey,Poetic prose haiku,Тополь,Резьба,Abstraction,Abstract art,60,50,2015,810
Vaskov Sergey,Fish Kaleidoscope,Берёза,Резьба,Animals,Symbolism,51,59,2015,500
Vaskov Sergey,Promotion,Тополь,Резьба,Abstraction,Abstract art,52,150,2015,500
Vaskov Sergey,Celebration,Тополь,Резьба,Still life,Symbolism,82,57,2015,500
Vaskov Sergey,Guardian angel,Тополь,Резьба,Religion and myth,Symbolism,116,33,2015,690
Vaskov Sergey,Spring noise,Тополь,Резьба,Still life,Symbolism,55,135,2015,500
Vaskov Sergey,Labyrinth of fortune,Берёза,Резьба,Abstraction,Abstract art,126,33,2015,500
Vaskov Sergey,50 elements of the whole,Берёза,Резьба,Abstraction,Abstract art,70,98,2015,810
Zaslavskaya Anna,Rock garden,Canvas,"acrylic, коллаж",Abstraction,Abstract art,60,60,2016,500
Zaslavskaya Anna,In baby blue eyes,Canvas/cardboard,acrylic,Animals,Abstract art,40,30,2015,500
Lyubart Kamilla,Sketch for a still life,paper,Графит,Abstraction,Abstract art,100,67,2015,1500
Lyubart Kamilla,Paradise sign,paper,Графит,Abstraction,Abstract art,21,15,2015,640
Lyubart Kamilla,Sign obsession,paper,Графит,,,21,15,2015,640
Lyubart Kamilla,Women sign,paper,Графит,,,21,15,2015,640
Lyubart Kamilla,"Moonflower, who grew up on the floor in the living room",paper,Графит,Abstraction,Abstract art,21,15,2015,640
Lyubart Kamilla,Sign of Love,paper,Графит,Abstraction,Abstract art,21,15,2015,640
Lyubart Kamilla,Still haunted,paper,Цветная,Abstraction,Abstract art,70,100,2015,4070
Lyubart Kamilla,Sunflower and Spider,paper,Графит,Still life,Symbolism,21,15,2015,640
Lyubart Kamilla,Greeting,paper,Графит,Abstraction,Abstract art,21,15,2015,640
Lyubart Kamilla,Explosion,paper,Графит,Abstraction,Abstract art,21,15,2015,640
Lyubart Kamilla,Way,paper,Графит,Abstraction,Abstract art,21,15,2015,640
Lyubart Kamilla,The disappearance of the two,paper,Графит,Abstraction,Abstract art,21,15,2015,640
Gryzunova Elena,Dreaming,Панель,Oil,Animals,Symbolism,50,50,2016,1110
Gryzunova Elena,The party continues,Canvas,Oil,Abstraction,Abstract art,80,80,2015,1950
Gryzunova Elena,Night cow,Canvas,Oil,Genre painting,Symbolism,41,60,2007,1110
Gryzunova Elena,Start light,Панель,Oil,Still life,Symbolism,57,67,2012,500
Gryzunova Elena,Dryad,Панель,Oil,Genre painting,Symbolism,72,52,2007,1950
Gryzunova Elena,Sad cat,Панель,Oil,Abstraction,Abstract art,40,40,2014,670
Gryzunova Elena,Bouquet,Canvas,Oil,Still life,Symbolism,60,44,2007,1390
Mantrov Dmitriy,Fun in the morning,Canvas,Oil,Still life,Impressionism,30,40,Unknown,500
Mantrov Dmitriy,Three mandarin,"Canvas, мдф",Oil,Flowers,Impressionism,21,25,Unknown,500
Mantrov Dmitriy,Blue jug,Canvas,Oil,Still life,Impressionism,50,70,Unknown,500
Mantrov Dmitriy,Seven pions,Canvas,Oil,Flowers,Impressionism,70,50,Unknown,500
Mantrov Dmitriy,Outside the window-light,Canvas,Oil,Flowers,Impressionism,33,40,Unknown,500
Mantrov Dmitriy,Morning lilac,Canvas,Oil,Flowers,Impressionism,33,40,Unknown,500
Voylinenko Katrin,Autumn Still Life,"Стекло, термостойкие",Ручная,Still life,Symbolism,50,50,2015,580
Voylinenko Katrin,Eco-sun,"Стекло, термостойкие",Ручная,Abstraction,Abstract art,50,50,2015,580
Voylinenko Katrin,Spring,"Стекло, термостойкие",Ручная,Abstraction,Abstract art,50,50,2015,580
Voylinenko Katrin,Abstraction,"Стекло, термостойкие",Ручная,Abstraction,Abstract art,50,50,2015,580
Voylinenko Katrin,Waves,"Стекло, термостойкие",Ручная,Abstraction,Abstract art,50,50,2015,560
Voylinenko Katrin,Window 2,"Стекло, термостойкие",Ручная,Abstraction,Abstract art,50,50,2015,580
Voylinenko Katrin,Window,"Стекло, термостойкие",Ручная,Abstraction,Abstract art,50,50,2015,560
